year,week,injury_type,game_status
2016,579,Ankle,Out
2016,596,Ankle,Questionable
2016,613,Concussion,Questionable
2016,630,Ankle,Out
2016,647,Shoulder,Questionable
2016,664,Concussion,Out
2016,681,Shoulder,Out
2016,19,Groin,Questionable
2016,36,Shoulder,Questionable
2016,53,Elbow,Questionable
2016,70,Back,Questionable
2016,87,Ankle,Questionable
2016,104,Knee,Questionable
2016,121,Ankle,Questionable
2016,138,Hand,Questionable
2016,155,Quadricep,Questionable
2016,172,Rib,Out
2016,189,Neck,Questionable
2016,206,Concussion,Out
2016,223,Knee,Out
2016,240,Hamstring,Questionable
2016,257,Chest,Questionable
2016,274,Knee,Questionable
2016,291,Ankle,Out
2016,308,Concussion,Doubtful
2016,325,Ankle,Questionable
2016,342,Concussion,Questionable
2016,359,Shoulder,Questionable
2016,20,Ankle,Questionable
2016,37,Hamstring,Questionable
2016,54,Quadricep,Questionable
2016,71,Rib,Questionable
2016,88,Neck,Questionable
2016,105,Concussion,Out
2016,122,Knee,Out
2016,139,Ankle,Questionable
2016,156,Knee,Questionable
2016,173,Knee,Questionable
2016,190,Knee,Questionable
2016,207,Thigh,Questionable
2016,224,Knee,Questionable
2016,241,Knee,Questionable
2016,258,Concussion,Questionable
2016,275,Shoulder,Questionable
2016,292,Concussion,Questionable
2016,21,Ankle,Questionable
2016,38,Knee,Questionable
2016,55,Knee,Questionable
2016,72,Toe,Questionable
2016,89,Concussion,Questionable
2016,106,Illness,Questionable
2016,123,Shoulder,Questionable
2016,140,Thigh,Questionable
2016,157,Knee,Questionable
2016,174,Knee,Questionable
2016,191,Back,Questionable
2017,1,Ankle,Out
2017,1,Tricep,Questionable
2017,1,Calf,Questionable
2017,1,Ankle,Out
2017,1,Chest,Questionable
2017,1,Thigh,Out
2017,1,Concussion,Doubtful
2017,1,Knee,Out
2017,1,Concussion,Out
2017,1,Knee,Doubtful
2017,1,Knee,Questionable
2017,1,Ankle,Questionable
2017,1,Ankle,Out
2017,1,Shoulder,Questionable
2017,1,Groin,Out
2017,1,Ankle,Questionable
2017,1,Ankle,Doubtful
2017,1,Ankle,Questionable
2017,1,Knee,Questionable
2017,1,Finger,Questionable
2017,1,Knee,Questionable
2017,1,Ankle,Out
2017,1,Elbow,Out
2017,1,Ankle,Out
2017,1,Knee,Questionable
2017,1,Ankle,Out
2017,1,Hamstring,Questionable
2017,1,Wrist,Out
2017,1,Back,Out
2017,1,Knee,Out
2017,1,Shoulder,Out
2017,1,Foot,Questionable
2017,1,Knee,Questionable
2017,1,Ankle,Questionable
2017,1,Foot,Questionable
2017,1,Foot,Out
2017,1,Ankle,Questionable
2017,1,Ankle,Out
2017,1,Shoulder,Out
2017,1,Groin,Out
2017,1,Foot,Out
2017,1,Shoulder,Out
2017,1,Hamstring,Out
2017,1,Lumbar,Out
2017,1,Ankle,Questionable
2017,1,Core,Out
2017,1,Hamstring,Questionable
2017,1,Knee,Doubtful
2017,1,Ankle,Questionable
2017,1,Knee,Doubtful
2017,1,Hamstring,Questionable
2017,1,Calf,Questionable
2017,1,Groin,Questionable
2017,1,Knee,Questionable
2017,1,Back,Out
2017,1,Groin,Questionable
2017,1,Knee,Out
2017,1,Knee,Questionable
2017,1,Shoulder,Questionable
2017,1,Ankle,Questionable
2017,1,Concussion,Questionable
2017,1,Knee,Questionable
2017,1,Hamstring,Questionable
2017,1,Knee,Doubtful
2017,1,Ankle,Questionable
2017,1,Shoulder,Out
2017,1,Illness,Out
2017,1,Hamstring,Out
2017,1,Ankle,Questionable
2017,1,Concussion,Out
2017,1,Knee,Out
2017,1,Eye,Out
2017,1,Shin,Questionable
2017,1,Knee,Questionable
2017,1,Back,Questionable
2017,1,Foot,Out
2017,1,Quadricep,Out
2017,1,Shoulder,Questionable
2017,1,Knee,Out
2017,1,Hamstring,Questionable
2017,1,Back,Questionable
2017,1,Hamstring,Questionable
2017,1,Wrist,Questionable
2017,1,Shoulder,Questionable
2017,1,Knee,Questionable
2017,1,Ankle,Questionable
2017,1,Shoulder,Questionable
2017,1,Thigh,Questionable
2017,1,Calf,Doubtful
2017,1,Groin,Out
2017,1,Stinger,Questionable
2017,1,Hip,Questionable
2017,1,Knee,Questionable
2017,2,Quadricep,Out
2017,2,Ankle,Doubtful
2017,2,Rib,Questionable
2017,2,Knee,Out
2017,2,Tricep,Out
2017,2,Hip,Questionable
2017,2,Calf,Questionable
2017,2,Ankle,Questionable
2017,2,Ankle,Questionable
2017,2,Thigh,Out
2017,2,Concussion,Out
2017,2,Knee,Out
2017,2,Illness,Questionable
2017,2,Quadricep,Questionable
2017,2,Concussion,Out
2017,2,Ankle,Questionable
2017,2,Ankle,Questionable
2017,2,Hamstring,Questionable
2017,2,Ankle,Doubtful
2017,2,Back,Questionable
2017,2,Shoulder,Questionable
2017,2,Back,Questionable
2017,2,Ankle,Questionable
2017,2,Finger,Questionable
2017,2,Knee,Out
2017,2,Concussion,Out
2017,2,Knee,Questionable
2017,2,Ankle,Questionable
2017,2,Elbow,Questionable
2017,2,Ankle,Out
2017,2,Back,Out
2017,2,Knee,Out
2017,2,Groin,Questionable
2017,2,Hand,Out
2017,2,Ankle,Questionable
2017,2,Wrist,Out
2017,2,Back,Out
2017,2,Knee,Questionable
2017,2,Knee,Out
2017,2,Concussion,Questionable
2017,2,Shoulder,Out
2017,2,Groin,Questionable
2017,2,Knee,Questionable
2017,2,Foot,Questionable
2017,2,Hamstring,Questionable
2017,2,Quadricep,Questionable
2017,2,Concussion,Doubtful
2017,2,Ankle,Questionable
2017,2,Hip,Questionable
2017,2,Hamstring,Out
2017,2,Ankle,Out
2017,2,Concussion,Out
2017,2,Ankle,Out
2017,2,Concussion,Out
2017,2,Concussion,Out
2017,2,Shoulder,Out
2017,2,Concussion,Out
2017,2,Hamstring,Out
2017,2,Groin,Out
2017,2,Foot,Out
2017,2,Shoulder,Out
2017,2,Elbow,Out
2017,2,Hamstring,Questionable
2017,2,Hamstring,Out
2017,2,Ankle,Out
2017,2,Ankle,Questionable
2017,2,Knee,Doubtful
2017,2,Ankle,Questionable
2017,2,Illness,Questionable
2017,2,Knee,Doubtful
2017,2,Hamstring,Questionable
2017,2,Groin,Questionable
2017,2,Concussion,Out
2017,2,Knee,Questionable
2017,2,Knee,Out
2017,2,Back,Out
2017,2,Shoulder,Questionable
2017,2,Knee,Questionable
2017,2,Hamstring,Out
2017,2,Hamstring,Questionable
2017,2,Knee,Questionable
2017,2,Hip,Questionable
2017,2,Concussion,Out
2017,2,Ankle,Questionable
2017,2,Shoulder,Questionable
2017,2,Knee,Out
2017,2,Groin,Questionable
2017,2,Hamstring,Out
2017,2,Knee,Out
2017,2,Ankle,Questionable
2017,2,Shoulder,Out
2017,2,Illness,Questionable
2017,2,Knee,Out
2017,2,Hamstring,Questionable
2017,2,Ankle,Questionable
2017,2,Shin,Questionable
2017,2,Shin,Questionable
2017,2,Concussion,Out
2017,2,Ankle,Out
2017,2,Concussion,Out
2017,2,Knee,Out
2017,2,Eye,Out
2017,2,Groin,Out
2017,2,Elbow,Out
2017,2,Foot,Questionable
2017,2,Quadricep,Questionable
2017,2,Neck,Questionable
2017,2,Ankle,Out
2017,2,Hamstring,Questionable
2017,2,Wrist,Out
2017,2,Knee,Out
2017,2,Back,Questionable
2017,2,Bicep,Questionable
2017,2,Concussion,Questionable
2017,2,Ankle,Out
2017,2,Hamstring,Questionable
2017,2,Shoulder,Doubtful
2017,2,Hamstring,Questionable
2017,2,Illness,Questionable
2017,2,Knee,Out
2017,2,Illness,Questionable
2017,2,Hamstring,Out
2017,2,Hand,Out
2017,2,Hamstring,Questionable
2017,3,Quadricep,Out
2017,3,Ankle,Questionable
2017,3,Rib,Questionable
2017,3,Knee,Out
2017,3,Tricep,Questionable
2017,3,Hamstring,Questionable
2017,3,Hamstring,Out
2017,3,Concussion,Out
2017,3,Ankle,Out
2017,3,Neck,Out
2017,3,Ankle,Questionable
2017,3,Thigh,Out
2017,3,Chest,Questionable
2017,3,Ankle,Questionable
2017,3,Knee,Questionable
2017,3,Calf,Questionable
2017,3,Foot,Out
2017,3,Ankle,Out
2017,3,Ankle,Out
2017,3,Ankle,Out
2017,3,Concussion,Out
2017,3,Calf,Out
2017,3,Neck,Out
2017,3,Shoulder,Questionable
2017,3,Hip,Questionable
2017,3,Chest,Out
2017,3,Rib,Doubtful
2017,3,Back,Out
2017,3,Knee,Out
2017,3,Concussion,Questionable
2017,3,Knee,Out
2017,3,Hamstring,Questionable
2017,3,Ankle,Questionable
2017,3,Hamstring,Doubtful
2017,3,Concussion,Out
2017,3,Ankle,Doubtful
2017,3,Back,Questionable
2017,3,Hamstring,Out
2017,3,Ankle,Questionable
2017,3,Concussion,Out
2017,3,Knee,Out
2017,3,Knee,Questionable
2017,3,Ankle,Questionable
2017,3,Leg,Questionable
2017,3,Concussion,Questionable
2017,3,Knee,Out
2017,3,Shoulder,Out
2017,3,Knee,Questionable
2017,3,Leg,Questionable
2017,3,Concussion,Out
2017,3,Ankle,Questionable
2017,3,Quadricep,Out
2017,3,Shoulder,Out
2017,3,Hamstring,Doubtful
2017,3,Groin,Doubtful
2017,3,Ankle,Questionable
2017,3,Chest,Doubtful
2017,3,Hip,Doubtful
2017,3,Quadricep,Doubtful
2017,3,Quadricep,Questionable
2017,3,Hand,Doubtful
2017,3,Hamstring,Doubtful
2017,3,Ankle,Out
2017,3,Ankle,Questionable
2017,3,Knee,Questionable
2017,3,Shoulder,Out
2017,3,Knee,Out
2017,3,Hip,Questionable
2017,3,Hamstring,Questionable
2017,3,Groin,Doubtful
2017,3,Foot,Out
2017,3,Shoulder,Out
2017,3,Shoulder,Out
2017,3,Hamstring,Questionable
2017,3,Hamstring,Out
2017,3,Hamstring,Out
2017,3,Calf,Questionable
2017,3,Knee,Out
2017,3,Illness,Questionable
2017,3,Knee,Out
2017,3,Ankle,Questionable
2017,3,Shoulder,Questionable
2017,3,Hamstring,Out
2017,3,Knee,Doubtful
2017,3,Foot,Out
2017,3,Foot,Questionable
2017,3,Knee,Questionable
2017,3,Knee,Questionable
2017,3,Knee,Out
2017,3,Back,Out
2017,3,Hamstring,Questionable
2017,3,Thigh,Questionable
2017,3,Shoulder,Questionable
2017,3,Knee,Questionable
2017,3,Knee,Questionable
2017,3,Hamstring,Out
2017,3,Ankle,Questionable
2017,3,Ankle,Doubtful
2017,3,Rib,Questionable
2017,3,Knee,Out
2017,3,Concussion,Questionable
2017,3,Rib,Out
2017,3,Ankle,Questionable
2017,3,Knee,Questionable
2017,3,Shoulder,Questionable
2017,3,Groin,Questionable
2017,3,Groin,Questionable
2017,3,Knee,Questionable
2017,3,Knee,Questionable
2017,3,Thumb,Questionable
2017,3,Groin,Questionable
2017,3,Hamstring,Questionable
2017,3,Shoulder,Out
2017,3,Knee,Questionable
2017,3,Concussion,Out
2017,3,Chest,Out
2017,3,Knee,Out
2017,3,Shin,Out
2017,3,Ankle,Out
2017,3,Ankle,Questionable
2017,3,Groin,Out
2017,3,Knee,Doubtful
2017,3,Eye,Doubtful
2017,3,Elbow,Out
2017,3,Illness,Questionable
2017,3,Shoulder,Questionable
2017,3,Abdomen,Out
2017,3,Neck,Questionable
2017,3,Ankle,Out
2017,3,Hamstring,Out
2017,3,Hamstring,Questionable
2017,3,Illness,Questionable
2017,3,Wrist,Out
2017,3,Hamstring,Out
2017,3,Hamstring,Out
2017,3,Knee,Questionable
2017,3,Bicep,Questionable
2017,3,Groin,Out
2017,3,Ankle,Out
2017,3,Foot,Questionable
2017,3,Hip,Questionable
2017,3,Knee,Out
2017,3,Neck,Questionable
2017,3,Hamstring,Questionable
2017,3,Hamstring,Doubtful
2017,3,Shoulder,Questionable
2017,3,Ankle,Questionable
2017,3,Ankle,Out
2017,3,Hamstring,Out
2017,3,Illness,Doubtful
2017,3,Knee,Questionable
2017,3,Shoulder,Questionable
2017,3,Ankle,Questionable
2017,3,Illness,Questionable
2017,3,Illness,Doubtful
2017,3,Hamstring,Out
2017,3,Hamstring,Out
2017,3,Hamstring,Questionable
2017,3,Shoulder,Questionable
2017,3,Rib,Questionable
2017,3,Shoulder,Questionable
2017,3,Shoulder,Questionable
2017,3,Rib,Questionable
2017,4,Chest,Out
2017,4,Quadricep,Questionable
2017,4,Knee,Questionable
2017,4,Tricep,Out
2017,4,Hamstring,Questionable
2017,4,Calf,Out
2017,4,Concussion,Out
2017,4,Hamstring,Out
2017,4,Concussion,Out
2017,4,Ankle,Out
2017,4,Neck,Out
2017,4,Thigh,Out
2017,4,Calf,Questionable
2017,4,Foot,Out
2017,4,Ankle,Out
2017,4,Foot,Out
2017,4,Groin,Questionable
2017,4,Calf,Out
2017,4,Knee,Out
2017,4,Neck,Out
2017,4,Back,Out
2017,4,Shoulder,Out
2017,4,Forearm,Out
2017,4,Hand,Questionable
2017,4,Chest,Doubtful
2017,4,Rib,Questionable
2017,4,Back,Out
2017,4,Hamstring,Out
2017,4,Knee,Questionable
2017,4,Knee,Out
2017,4,Ankle,Doubtful
2017,4,Hamstring,Questionable
2017,4,Concussion,Out
2017,4,Ankle,Questionable
2017,4,Calf,Questionable
2017,4,Knee,Questionable
2017,4,Hamstring,Questionable
2017,4,Concussion,Questionable
2017,4,Knee,Questionable
2017,4,Hip,Questionable
2017,4,Knee,Questionable
2017,4,Hamstring,Questionable
2017,4,Knee,Questionable
2017,4,Knee,Questionable
2017,4,Shoulder,Out
2017,4,Knee,Questionable
2017,4,Knee,Questionable
2017,4,Concussion,Questionable
2017,4,Hamstring,Questionable
2017,4,Knee,Out
2017,4,Ankle,Questionable
2017,4,Quadricep,Out
2017,4,Shoulder,Questionable
2017,4,Hamstring,Doubtful
2017,4,Ankle,Doubtful
2017,4,Hip,Questionable
2017,4,Quadricep,Out
2017,4,Hand,Questionable
2017,4,Knee,Questionable
2017,4,Knee,Out
2017,4,Knee,Out
2017,4,Quadricep,Questionable
2017,4,Foot,Out
2017,4,Shoulder,Out
2017,4,Shoulder,Out
2017,4,Hamstring,Questionable
2017,4,Hamstring,Out
2017,4,Hamstring,Out
2017,4,Knee,Out
2017,4,Knee,Questionable
2017,4,Knee,Out
2017,4,Hamstring,Questionable
2017,4,Hamstring,Out
2017,4,Back,Questionable
2017,4,Back,Out
2017,4,Foot,Out
2017,4,Groin,Questionable
2017,4,Foot,Questionable
2017,4,Knee,Questionable
2017,4,Foot,Questionable
2017,4,Knee,Questionable
2017,4,Back,Out
2017,4,Quadricep,Questionable
2017,4,Hamstring,Out
2017,4,Hip,Questionable
2017,4,Knee,Questionable
2017,4,Neck,Questionable
2017,4,Shoulder,Questionable
2017,4,Ankle,Questionable
2017,4,Hamstring,Questionable
2017,4,Ankle,Questionable
2017,4,Hamstring,Questionable
2017,4,Ankle,Doubtful
2017,4,Knee,Out
2017,4,Hand,Questionable
2017,4,Hamstring,Questionable
2017,4,Knee,Out
2017,4,Knee,Questionable
2017,4,Rib,Doubtful
2017,4,Ankle,Questionable
2017,4,Knee,Questionable
2017,4,Hamstring,Questionable
2017,4,Groin,Questionable
2017,4,Hamstring,Questionable
2017,4,Shoulder,Questionable
2017,4,Knee,Out
2017,4,Chest,Questionable
2017,4,Hamstring,Questionable
2017,4,Knee,Questionable
2017,4,Ankle,Questionable
2017,4,Back,Questionable
2017,4,Hip,Questionable
2017,4,Ankle,Questionable
2017,4,Knee,Out
2017,4,Knee,Out
2017,4,Ankle,Doubtful
2017,4,Shoulder,Doubtful
2017,4,Shoulder,Questionable
2017,4,Shin,Questionable
2017,4,Chest,Questionable
2017,4,Foot,Questionable
2017,4,Calf,Out
2017,4,Ankle,Out
2017,4,Hamstring,Out
2017,4,Ankle,Questionable
2017,4,Hamstring,Questionable
2017,4,Wrist,Out
2017,4,Hamstring,Out
2017,4,Ankle,Questionable
2017,4,Thumb,Questionable
2017,4,Hamstring,Questionable
2017,4,Illness,Questionable
2017,4,Hamstring,Questionable
2017,4,Concussion,Questionable
2017,4,Ankle,Out
2017,4,Hip,Questionable
2017,4,Concussion,Questionable
2017,4,Knee,Out
2017,4,Concussion,Questionable
2017,4,Ankle,Questionable
2017,4,Groin,Questionable
2017,4,Ankle,Doubtful
2017,4,Ankle,Questionable
2017,4,Hamstring,Out
2017,4,Knee,Questionable
2017,4,Ankle,Doubtful
2017,4,Shoulder,Questionable
2017,4,Ankle,Questionable
2017,4,Shoulder,Questionable
2017,4,Back,Questionable
2017,4,Hip,Doubtful
2017,4,Groin,Questionable
2017,4,Hamstring,Out
2017,4,Hamstring,Out
2017,4,Ankle,Questionable
2017,4,Hamstring,Questionable
2017,4,Shoulder,Questionable
2017,4,Rib,Questionable
2017,4,Core,Out
2017,4,Rib,Questionable
2017,4,Hamstring,Questionable
2017,5,Chest,Questionable
2017,5,Quadricep,Questionable
2017,5,Knee,Out
2017,5,Hamstring,Questionable
2017,5,Calf,Out
2017,5,Thigh,Doubtful
2017,5,Thigh,Questionable
2017,5,Hand,Questionable
2017,5,Achilles,Questionable
2017,5,Calf,Questionable
2017,5,Thigh,Questionable
2017,5,Foot,Out
2017,5,Ankle,Out
2017,5,Groin,Questionable
2017,5,Foot,Questionable
2017,5,Thumb,Out
2017,5,Knee,Questionable
2017,5,Thumb,Out
2017,5,Back,Questionable
2017,5,Knee,Questionable
2017,5,Knee,Out
2017,5,Ankle,Out
2017,5,Groin,Questionable
2017,5,Neck,Out
2017,5,Shoulder,Questionable
2017,5,Back,Questionable
2017,5,Hand,Questionable
2017,5,Chest,Doubtful
2017,5,Tricep,Doubtful
2017,5,Back,Out
2017,5,Hamstring,Questionable
2017,5,Knee,Out
2017,5,Knee,Out
2017,5,Ankle,Out
2017,5,Knee,Doubtful
2017,5,Concussion,Doubtful
2017,5,Ankle,Questionable
2017,5,Concussion,Questionable
2017,5,Ankle,Questionable
2017,5,Hamstring,Questionable
2017,5,Knee,Questionable
2017,5,Back,Questionable
2017,5,Foot,Out
2017,5,Knee,Questionable
2017,5,Knee,Questionable
2017,5,Neck,Questionable
2017,5,Hamstring,Out
2017,5,Back,Questionable
2017,5,Shoulder,Questionable
2017,5,Ankle,Questionable
2017,5,Ankle,Questionable
2017,5,Quadricep,Out
2017,5,Pectoral,Questionable
2017,5,Knee,Out
2017,5,Concussion,Questionable
2017,5,Hamstring,Questionable
2017,5,Back,Questionable
2017,5,Ankle,Questionable
2017,5,Hip,Questionable
2017,5,Quadricep,Questionable
2017,5,Rib,Doubtful
2017,5,Ankle,Questionable
2017,5,Ankle,Out
2017,5,Hamstring,Out
2017,5,Knee,Out
2017,5,Knee,Out
2017,5,Knee,Questionable
2017,5,Concussion,Out
2017,5,Quadricep,Out
2017,5,Knee,Doubtful
2017,5,Shoulder,Out
2017,5,Hamstring,Questionable
2017,5,Hamstring,Questionable
2017,5,Rib,Questionable
2017,5,Illness,Questionable
2017,5,Knee,Out
2017,5,Hamstring,Questionable
2017,5,Shoulder,Questionable
2017,5,Knee,Out
2017,5,Back,Out
2017,5,Foot,Out
2017,5,Foot,Questionable
2017,5,Ankle,Questionable
2017,5,Foot,Questionable
2017,5,Hamstring,Out
2017,5,Back,Out
2017,5,Neck,Questionable
2017,5,Groin,Questionable
2017,5,Hamstring,Doubtful
2017,5,Shoulder,Questionable
2017,5,Shoulder,Questionable
2017,5,Shoulder,Questionable
2017,5,Hamstring,Questionable
2017,5,Ankle,Questionable
2017,5,Knee,Questionable
2017,5,Knee,Out
2017,5,Groin,Questionable
2017,5,Rib,Out
2017,5,Ankle,Questionable
2017,5,Ankle,Questionable
2017,5,Thigh,Questionable
2017,5,Knee,Questionable
2017,5,Hamstring,Questionable
2017,5,Ankle,Questionable
2017,5,Groin,Out
2017,5,Hamstring,Questionable
2017,5,Hamstring,Questionable
2017,5,Shoulder,Questionable
2017,5,Rib,Out
2017,5,Shoulder,Questionable
2017,5,Concussion,Out
2017,5,Ankle,Questionable
2017,5,Foot,Questionable
2017,5,Shoulder,Out
2017,5,Knee,Out
2017,5,Ankle,Out
2017,5,Hamstring,Out
2017,5,Shoulder,Questionable
2017,5,Concussion,Questionable
2017,5,Back,Questionable
2017,5,Shin,Questionable
2017,5,Foot,Questionable
2017,5,Hamstring,Questionable
2017,5,Calf,Out
2017,5,Ankle,Out
2017,5,Hamstring,Questionable
2017,5,Knee,Questionable
2017,5,Wrist,Questionable
2017,5,Hamstring,Questionable
2017,5,Hamstring,Doubtful
2017,5,Hamstring,Out
2017,5,Ankle,Out
2017,5,Concussion,Questionable
2017,5,Knee,Out
2017,5,Groin,Out
2017,5,Neck,Out
2017,5,Hand,Out
2017,5,Groin,Doubtful
2017,5,Ankle,Doubtful
2017,5,Hamstring,Questionable
2017,5,Hamstring,Out
2017,5,Ankle,Doubtful
2017,5,Hip,Doubtful
2017,5,Hip,Doubtful
2017,5,Hamstring,Out
2017,5,Hamstring,Out
2017,5,Hamstring,Questionable
2017,6,Hamstring,Questionable
2017,6,Calf,Questionable
2017,6,Knee,Questionable
2017,6,Quadricep,Questionable
2017,6,Ankle,Out
2017,6,Knee,Questionable
2017,6,Back,Questionable
2017,6,Hamstring,Out
2017,6,Hamstring,Out
2017,6,Ankle,Out
2017,6,Thigh,Questionable
2017,6,Thigh,Questionable
2017,6,Thigh,Questionable
2017,6,Shoulder,Questionable
2017,6,Knee,Questionable
2017,6,Knee,Out
2017,6,Achilles,Questionable
2017,6,Calf,Out
2017,6,Foot,Doubtful
2017,6,Ankle,Questionable
2017,6,Thigh,Doubtful
2017,6,Knee,Out
2017,6,Ankle,Out
2017,6,Neck,Out
2017,6,Hand,Questionable
2017,6,Chest,Questionable
2017,6,Knee,Out
2017,6,Groin,Out
2017,6,Knee,Questionable
2017,6,Knee,Doubtful
2017,6,Knee,Questionable
2017,6,Knee,Questionable
2017,6,Knee,Out
2017,6,Shoulder,Out
2017,6,Knee,Questionable
2017,6,Hamstring,Questionable
2017,6,Back,Questionable
2017,6,Ankle,Questionable
2017,6,Shoulder,Questionable
2017,6,Quadricep,Questionable
2017,6,Knee,Out
2017,6,Hamstring,Questionable
2017,6,Back,Doubtful
2017,6,Ankle,Questionable
2017,6,Hamstring,Out
2017,6,Quadricep,Questionable
2017,6,Concussion,Doubtful
2017,6,Rib,Questionable
2017,6,Ankle,Out
2017,6,Knee,Out
2017,6,Knee,Out
2017,6,Knee,Questionable
2017,6,Hip,Questionable
2017,6,Concussion,Out
2017,6,Calf,Out
2017,6,Calf,Questionable
2017,6,Shoulder,Out
2017,6,Knee,Out
2017,6,Hamstring,Out
2017,6,Groin,Questionable
2017,6,Illness,Out
2017,6,Hip,Questionable
2017,6,Achilles,Out
2017,6,Knee,Out
2017,6,Foot,Out
2017,6,Concussion,Out
2017,6,Foot,Questionable
2017,6,Ankle,Questionable
2017,6,Hamstring,Questionable
2017,6,Back,Questionable
2017,6,Knee,Questionable
2017,6,Shoulder,Doubtful
2017,6,Hamstring,Questionable
2017,6,Shoulder,Questionable
2017,6,Foot,Questionable
2017,6,Ankle,Doubtful
2017,6,Knee,Out
2017,6,Groin,Out
2017,6,Calf,Out
2017,6,Groin,Questionable
2017,6,Rib,Questionable
2017,6,Groin,Out
2017,6,Shoulder,Questionable
2017,6,Hip,Questionable
2017,6,Hamstring,Questionable
2017,6,Neck,Out
2017,6,Ankle,Questionable
2017,6,Knee,Out
2017,6,Rib,Out
2017,6,Concussion,Out
2017,6,Ankle,Out
2017,6,Ankle,Out
2017,6,Calf,Questionable
2017,6,Shoulder,Questionable
2017,6,Shoulder,Questionable
2017,6,Shin,Out
2017,6,Knee,Out
2017,6,Knee,Questionable
2017,6,Ankle,Out
2017,6,Concussion,Out
2017,6,Hamstring,Questionable
2017,6,Foot,Questionable
2017,6,Calf,Questionable
2017,6,Ankle,Out
2017,6,Concussion,Out
2017,6,Foot,Questionable
2017,6,Knee,Questionable
2017,6,Wrist,Questionable
2017,6,Hamstring,Questionable
2017,6,Back,Questionable
2017,6,Hamstring,Questionable
2017,6,Ankle,Questionable
2017,6,Back,Out
2017,6,Knee,Questionable
2017,6,Groin,Questionable
2017,6,Concussion,Questionable
2017,6,Hamstring,Out
2017,6,Back,Questionable
2017,6,Ankle,Questionable
2017,6,Illness,Questionable
2017,6,Concussion,Out
2017,6,Shoulder,Out
2017,6,Hip,Out
2017,6,Hip,Questionable
2017,6,Knee,Questionable
2017,6,Hamstring,Out
2017,6,Hamstring,Out
2017,6,Hamstring,Questionable
2017,6,Hamstring,Doubtful
2017,6,Ankle,Doubtful
2017,6,Rib,Out
2017,6,Core,Out
2017,6,Knee,Questionable
2017,7,Hamstring,Questionable
2017,7,Quadricep,Questionable
2017,7,Calf,Questionable
2017,7,Ankle,Questionable
2017,7,Knee,Questionable
2017,7,Concussion,Out
2017,7,Thigh,Questionable
2017,7,Thigh,Questionable
2017,7,Thigh,Questionable
2017,7,Shoulder,Questionable
2017,7,Thigh,Doubtful
2017,7,Concussion,Out
2017,7,Knee,Out
2017,7,Achilles,Questionable
2017,7,Mouth,Questionable
2017,7,Back,Questionable
2017,7,Knee,Questionable
2017,7,Knee,Questionable
2017,7,Calf,Out
2017,7,Foot,Questionable
2017,7,Ankle,Out
2017,7,Thigh,Out
2017,7,Knee,Out
2017,7,Groin,Questionable
2017,7,Thumb,Out
2017,7,Hamstring,Questionable
2017,7,Thumb,Questionable
2017,7,Knee,Questionable
2017,7,Knee,Questionable
2017,7,Ankle,Out
2017,7,Knee,Questionable
2017,7,Groin,Questionable
2017,7,Neck,Questionable
2017,7,Concussion,Out
2017,7,Concussion,Out
2017,7,Shoulder,Questionable
2017,7,Ankle,Out
2017,7,Hamstring,Questionable
2017,7,Hand,Questionable
2017,7,Chest,Questionable
2017,7,Hamstring,Doubtful
2017,7,Ankle,Doubtful
2017,7,Groin,Out
2017,7,Knee,Out
2017,7,Knee,Out
2017,7,Back,Doubtful
2017,7,Knee,Questionable
2017,7,Ankle,Questionable
2017,7,Knee,Questionable
2017,7,Knee,Out
2017,7,Hamstring,Questionable
2017,7,Ankle,Questionable
2017,7,Toe,Questionable
2017,7,Hamstring,Out
2017,7,Groin,Questionable
2017,7,Knee,Out
2017,7,Shoulder,Out
2017,7,Ankle,Out
2017,7,Elbow,Out
2017,7,Ankle,Out
2017,7,Calf,Out
2017,7,Calf,Out
2017,7,Back,Out
2017,7,Hamstring,Out
2017,7,Quadricep,Questionable
2017,7,Back,Questionable
2017,7,Hamstring,Questionable
2017,7,Collarbone,Out
2017,7,Ankle,Doubtful
2017,7,Ankle,Out
2017,7,Knee,Questionable
2017,7,Hamstring,Questionable
2017,7,Knee,Questionable
2017,7,Shoulder,Out
2017,7,Elbow,Out
2017,7,Hamstring,Out
2017,7,Ankle,Questionable
2017,7,Neck,Questionable
2017,7,Knee,Questionable
2017,7,Illness,Out
2017,7,Knee,Out
2017,7,Foot,Out
2017,7,Concussion,Out
2017,7,Knee,Questionable
2017,7,Shoulder,Questionable
2017,7,Foot,Questionable
2017,7,Shoulder,Questionable
2017,7,Back,Questionable
2017,7,Neck,Questionable
2017,7,Thumb,Questionable
2017,7,Thigh,Doubtful
2017,7,Knee,Questionable
2017,7,Ankle,Questionable
2017,7,Foot,Questionable
2017,7,Ankle,Doubtful
2017,7,Concussion,Questionable
2017,7,Hip,Questionable
2017,7,Knee,Out
2017,7,Hamstring,Questionable
2017,7,Groin,Out
2017,7,Calf,Out
2017,7,Hamstring,Questionable
2017,7,Ankle,Questionable
2017,7,Abdomen,Questionable
2017,7,Concussion,Out
2017,7,Chest,Questionable
2017,7,Back,Out
2017,7,Ankle,Questionable
2017,7,Groin,Out
2017,7,Shoulder,Questionable
2017,7,Hamstring,Questionable
2017,7,Neck,Out
2017,7,Quadricep,Out
2017,7,Rib,Out
2017,7,Concussion,Out
2017,7,Ankle,Questionable
2017,7,Ankle,Out
